Order Number,Order Date,Item Name,Quantity,Product Price,Total products
12685,28/12/2018 16:47,Mango Chutney,1,0.5,7
12682,27/12/2018 19:17,Onion Chutney,1,0.5,8
12681,27/12/2018 19:14,Mango Chutney,1,0.5,11
12681,27/12/2018 19:14,Mint Sauce,1,0.5,11
12679,27/12/2018 18:51,Mango Chutney,3,0.5,16
12679,27/12/2018 18:51,Mint Sauce,2,0.5,16
12679,27/12/2018 18:51,Onion Chutney,4,0.5,16
12673,26/12/2018 18:13,Mint Sauce,1,0.5,4
12672,26/12/2018 18:13,Red Sauce,1,0.5,14
12672,26/12/2018 18:13,Mint Sauce,2,0.5,14
12672,26/12/2018 18:13,Mango Chutney,1,0.5,14
12671,26/12/2018 18:12,Mint Sauce,2,0.5,6
12662,24/12/2018 20:43,Mango Chutney,1,0.5,4
12660,24/12/2018 20:12,Mango Chutney,1,0.5,10
12660,24/12/2018 20:12,Mint Sauce,1,0.5,10
12657,24/12/2018 19:08,Onion Chutney,1,0.5,10
12656,24/12/2018 19:05,Mango Chutney,1,0.5,16
12656,24/12/2018 19:05,Mint Sauce,1,0.5,16
12656,24/12/2018 19:05,Onion Chutney,1,0.5,16
12656,24/12/2018 19:05,Lime Pickle,1,0.5,16
12653,24/12/2018 18:48,Mint Sauce,1,0.5,8
12653,24/12/2018 18:48,Mango Chutney,1,0.5,8
12653,24/12/2018 18:48,Red Sauce,1,0.5,8
12651,24/12/2018 18:40,Mint Sauce,1,0.5,3
12650,24/12/2018 18:36,Mango Chutney,2,0.5,12
12650,24/12/2018 18:36,Mint Sauce,1,0.5,12
12650,24/12/2018 18:36,Onion Chutney,1,0.5,12
12646,24/12/2018 18:07,Mango Chutney,1,0.5,7
12646,24/12/2018 18:07,Mint Sauce,1,0.5,7
12646,24/12/2018 18:07,Onion Chutney,1,0.5,7
12639,23/12/2018 21:12,Onion Chutney,1,0.5,4
12634,23/12/2018 19:44,Red Sauce,1,0.5,14
12634,23/12/2018 19:44,Onion Chutney,1,0.5,14
12634,23/12/2018 19:44,Mint Sauce,1,0.5,14
12634,23/12/2018 19:44,Mango Chutney,1,0.5,14
12626,23/12/2018 18:00,Mint Sauce,2,0.5,9
12626,23/12/2018 18:00,Onion Chutney,1,0.5,9
12626,23/12/2018 18:00,Mango Chutney,1,0.5,9
12625,23/12/2018 17:58,Mint Sauce,1,0.5,6
12625,23/12/2018 17:58,Onion Chutney,1,0.5,6
12624,23/12/2018 17:34,Mango Chutney,1,0.5,10
12624,23/12/2018 17:34,Onion Chutney,1,0.5,10
12612,22/12/2018 19:57,Onion Chutney,1,0.5,7
12612,22/12/2018 19:57,Mango Chutney,1,0.5,7
12611,22/12/2018 19:34,Onion Chutney,1,0.5,6
12611,22/12/2018 19:34,Mint Sauce,1,0.5,6
12610,22/12/2018 19:25,Mango Chutney,1,0.5,8
12610,22/12/2018 19:25,Mint Sauce,1,0.5,8
12609,22/12/2018 19:22,Mint Sauce,1,0.5,8
12609,22/12/2018 19:22,Mango Chutney,1,0.5,8
12599,22/12/2018 18:22,Mint Sauce,1,0.5,12
12599,22/12/2018 18:22,Onion Chutney,2,0.5,12
12599,22/12/2018 18:22,Red Sauce,1,0.5,12
12598,22/12/2018 18:20,Mango Chutney,1,0.5,10
12596,22/12/2018 18:02,Mango Chutney,1,0.5,6
12595,22/12/2018 17:36,Mint Sauce,2,0.5,9
12595,22/12/2018 17:36,Onion Chutney,1,0.5,9
12595,22/12/2018 17:36,Red Sauce,2,0.5,9
12594,22/12/2018 17:36,Mango Chutney,1,0.5,6
12593,22/12/2018 17:32,Onion Chutney,1,0.5,7
12593,22/12/2018 17:32,Mango Chutney,1,0.5,7
12592,22/12/2018 17:27,Mint Sauce,1,0.5,8
12592,22/12/2018 17:27,Onion Chutney,1,0.5,8
12590,21/12/2018 21:39,Lime Pickle,1,0.5,5
12590,21/12/2018 21:39,Onion Chutney,1,0.5,5
12588,21/12/2018 21:14,Mango Chutney,2,0.5,5
12585,21/12/2018 20:23,Onion Chutney,1,0.5,6
12584,21/12/2018 19:38,Red Sauce,1,0.5,5
12581,21/12/2018 19:22,Mint Sauce,2,0.5,6
12580,21/12/2018 19:19,Mango Chutney,1,0.5,8
12579,21/12/2018 19:05,Mango Chutney,2,0.5,7
12579,21/12/2018 19:05,Onion Chutney,1,0.5,7
12574,21/12/2018 17:25,Mango Chutney,1,0.5,7
12571,21/12/2018 16:49,Mango Chutney,1,0.5,12
12571,21/12/2018 16:49,Mint Sauce,1,0.5,12
12571,21/12/2018 16:49,Onion Chutney,1,0.5,12
12570,21/12/2018 12:23,Red Sauce,1,0.5,4
12561,20/12/2018 19:07,Mint Sauce,1,0.5,11
12561,20/12/2018 19:07,Red Sauce,2,0.5,11
12560,20/12/2018 18:54,Mango Chutney,1,0.5,7
12559,20/12/2018 18:48,Onion Chutney,1,0.5,6
12556,20/12/2018 16:26,Mint Sauce,1,0.5,5
12546,19/12/2018 14:42,Mint Sauce,1,0.5,4
12541,18/12/2018 18:33,Lime Pickle,1,0.5,4
12537,18/12/2018 13:04,Mango Chutney,1,0.5,5
12536,17/12/2018 21:41,Onion Chutney,1,0.5,4
12534,17/12/2018 20:11,Onion Chutney,1,0.5,6
12534,17/12/2018 20:11,Red Sauce,1,0.5,6
12532,17/12/2018 19:01,Mango Chutney,1,0.5,6
12532,17/12/2018 19:01,Mint Sauce,1,0.5,6
12531,17/12/2018 19:00,Mango Chutney,1,0.5,1
12526,16/12/2018 20:37,Mint Sauce,1,0.5,13
12526,16/12/2018 20:37,Mango Chutney,1,0.5,13
12526,16/12/2018 20:37,Onion Chutney,1,0.5,13
12518,16/12/2018 17:36,Mango Chutney,1,0.5,8
12518,16/12/2018 17:36,Onion Chutney,1,0.5,8
12508,15/12/2018 19:39,Mint Sauce,1,0.5,6
12506,15/12/2018 19:26,Mango Chutney,1,0.5,6
12503,15/12/2018 18:58,Mango Chutney,1,0.5,10
12503,15/12/2018 18:58,Mint Sauce,1,0.5,10
12499,15/12/2018 18:22,Lime Pickle,1,0.5,5
12496,15/12/2018 18:08,Mango Chutney,1,0.5,9
12492,15/12/2018 17:58,Mint Sauce,1,0.5,10
12492,15/12/2018 17:58,Mango Chutney,1,0.5,10
12492,15/12/2018 17:58,Lime Pickle,1,0.5,10
12489,15/12/2018 17:42,Onion Chutney,1,0.5,7
12486,15/12/2018 17:17,Red Sauce,1,0.5,12
12485,15/12/2018 16:53,Mint Sauce,2,0.5,9
12483,15/12/2018 16:22,Mango Chutney,2,0.5,8
12482,15/12/2018 14:15,Mango Chutney,1,0.5,10
12482,15/12/2018 14:15,Mint Sauce,1,0.5,10
12482,15/12/2018 14:15,Lime Pickle,1,0.5,10
12475,14/12/2018 19:53,Mint Sauce,1,0.5,8
12475,14/12/2018 19:53,Red Sauce,2,0.5,8
12475,14/12/2018 19:53,Mango Chutney,1,0.5,8
12473,14/12/2018 19:29,Red Sauce,1,0.5,5
12473,14/12/2018 19:29,Mint Sauce,1,0.5,5
12470,14/12/2018 19:07,Lime Pickle,1,0.5,8
12466,14/12/2018 18:47,Onion Chutney,1,0.5,7
12466,14/12/2018 18:47,Mint Sauce,1,0.5,7
12465,14/12/2018 18:42,Mango Chutney,2,0.5,7
12465,14/12/2018 18:42,Onion Chutney,1,0.5,7
12461,14/12/2018 17:53,Red Sauce,1,0.5,10
12461,14/12/2018 17:53,Lime Pickle,1,0.5,10
12461,14/12/2018 17:53,Mint Sauce,3,0.5,10
12461,14/12/2018 17:53,Onion Chutney,3,0.5,10
12460,14/12/2018 17:52,Mango Chutney,2,0.5,8
12458,14/12/2018 17:42,Mint Sauce,1,0.5,8
12458,14/12/2018 17:42,Mango Chutney,1,0.5,8
12454,13/12/2018 21:58,Onion Chutney,1,0.5,5
12444,13/12/2018 18:34,Mango Chutney,2,0.5,9
12444,13/12/2018 18:34,Onion Chutney,1,0.5,9
12441,13/12/2018 17:50,Mango Chutney,2,0.5,8
12441,13/12/2018 17:50,Onion Chutney,1,0.5,8
12437,12/12/2018 21:13,Red Sauce,1,0.5,7
12437,12/12/2018 21:13,Mango Chutney,2,0.5,7
12433,12/12/2018 18:50,Mango Chutney,1,0.5,7
12423,11/12/2018 17:16,Onion Chutney,1,0.5,20
12423,11/12/2018 17:16,Red Sauce,2,0.5,20
12423,11/12/2018 17:16,Mint Sauce,2,0.5,20
12418,10/12/2018 19:12,Mint Sauce,1,0.5,2
12417,10/12/2018 19:07,Lime Pickle,1,0.5,4
12416,10/12/2018 18:01,Mango Chutney,3,0.5,9
12412,10/12/2018 16:25,Mint Sauce,1,0.5,4
12411,10/12/2018 15:50,Mint Sauce,1,0.5,6
12408,09/12/2018 19:04,Mango Chutney,1,0.5,7
12397,08/12/2018 21:03,Red Sauce,1,0.5,3
12395,08/12/2018 20:42,Mint Sauce,1,0.5,11
12395,08/12/2018 20:42,Lime Pickle,1,0.5,11
12395,08/12/2018 20:42,Mango Chutney,1,0.5,11
12393,08/12/2018 19:59,Onion Chutney,1,0.5,5
12387,08/12/2018 19:19,Mango Chutney,3,0.5,11
12386,08/12/2018 19:11,Mango Chutney,1,0.5,7
12382,08/12/2018 18:52,Mint Sauce,1,0.5,10
12382,08/12/2018 18:52,Mango Chutney,1,0.5,10
12380,08/12/2018 18:43,Mango Chutney,1,0.5,9
12380,08/12/2018 18:43,Onion Chutney,1,0.5,9
12380,08/12/2018 18:43,Red Sauce,1,0.5,9
12365,07/12/2018 19:38,Mint Sauce,1,0.5,18
12365,07/12/2018 19:38,Lime Pickle,1,0.5,18
12365,07/12/2018 19:38,Red Sauce,1,0.5,18
12365,07/12/2018 19:38,Onion Chutney,2,0.5,18
12365,07/12/2018 19:38,Mango Chutney,1,0.5,18
12364,07/12/2018 19:36,Mango Chutney,1,0.5,7
12362,07/12/2018 19:23,Mango Chutney,1,0.5,7
12362,07/12/2018 19:23,Mint Sauce,1,0.5,7
12354,07/12/2018 18:38,Red Sauce,1,0.5,5
12345,06/12/2018 19:22,Mango Chutney,1,0.5,2
12344,06/12/2018 19:09,Onion Chutney,1,0.5,8
12342,06/12/2018 18:37,Mint Sauce,1,0.5,5
12341,06/12/2018 18:16,Mango Chutney,1,0.5,7
12327,04/12/2018 21:00,Onion Chutney,1,0.5,6
12327,04/12/2018 21:00,Red Sauce,1,0.5,6
12326,04/12/2018 20:31,Mint Sauce,1,0.5,9
12326,04/12/2018 20:31,Onion Chutney,1,0.5,9
12324,04/12/2018 19:28,Mango Chutney,2,0.5,8
12319,03/12/2018 18:57,Mint Sauce,2,0.5,6
12317,03/12/2018 18:15,Red Sauce,1,0.5,8
12317,03/12/2018 18:15,Mango Chutney,1,0.5,8
12315,03/12/2018 17:41,Mint Sauce,2,0.5,10
12315,03/12/2018 17:41,Onion Chutney,2,0.5,10
12315,03/12/2018 17:41,Red Sauce,1,0.5,10
12309,02/12/2018 18:52,Onion Chutney,1,0.5,4
12304,02/12/2018 18:32,Mango Chutney,1,0.5,4
12301,02/12/2018 18:03,Mango Chutney,1,0.5,9
12301,02/12/2018 18:03,Onion Chutney,1,0.5,9
12299,02/12/2018 17:36,Mango Chutney,2,0.5,5
12299,02/12/2018 17:36,Mint Sauce,1,0.5,5
12293,01/12/2018 19:54,Mango Chutney,1,0.5,8
12292,01/12/2018 19:52,Mango Chutney,2,0.5,12
12292,01/12/2018 19:52,Mint Sauce,1,0.5,12
12292,01/12/2018 19:52,Onion Chutney,2,0.5,12
12291,01/12/2018 19:37,Mint Sauce,1,0.5,10
12291,01/12/2018 19:37,Onion Chutney,1,0.5,10
12288,01/12/2018 18:59,Mango Chutney,1,0.5,10
12288,01/12/2018 18:59,Mint Sauce,1,0.5,10
12285,01/12/2018 18:36,Mango Chutney,2,0.5,10
12285,01/12/2018 18:36,Mint Sauce,2,0.5,10
12283,01/12/2018 18:25,Onion Chutney,1,0.5,10
12283,01/12/2018 18:25,Mint Sauce,1,0.5,10
12283,01/12/2018 18:25,Lime Pickle,1,0.5,10
12278,01/12/2018 17:58,Mango Chutney,1,0.5,12
12278,01/12/2018 17:58,Mint Sauce,1,0.5,12
12278,01/12/2018 17:58,Lime Pickle,1,0.5,12
12277,01/12/2018 17:50,Mango Chutney,1,0.5,7
12277,01/12/2018 17:50,Mint Sauce,1,0.5,7
12275,01/12/2018 17:41,Mango Chutney,1,0.5,7
12268,30/11/2018 21:41,Onion Chutney,1,0.5,7
12268,30/11/2018 21:41,Mango Chutney,1,0.5,7
12266,30/11/2018 21:05,Mango Chutney,1,0.5,7
12265,30/11/2018 20:47,Lime Pickle,1,0.5,4
12264,30/11/2018 20:44,Mint Sauce,2,0.5,6
12259,30/11/2018 20:00,Mint Sauce,2,0.5,6
12258,30/11/2018 19:33,Mango Chutney,2,0.5,4
12256,30/11/2018 19:12,Mango Chutney,1,0.5,9
12256,30/11/2018 19:12,Mint Sauce,1,0.5,9
12256,30/11/2018 19:12,Red Sauce,1,0.5,9
12254,30/11/2018 19:10,Mango Chutney,1,0.5,8
12254,30/11/2018 19:10,Mint Sauce,1,0.5,8
12253,30/11/2018 19:10,Mango Chutney,1,0.5,11
12253,30/11/2018 19:10,Mint Sauce,1,0.5,11
12252,30/11/2018 19:06,Mint Sauce,2,0.5,6
12251,30/11/2018 18:59,Red Sauce,1,0.5,9
12244,30/11/2018 18:25,Mango Chutney,1,0.5,13
12244,30/11/2018 18:25,Mint Sauce,1,0.5,13
12244,30/11/2018 18:25,Onion Chutney,2,0.5,13
12244,30/11/2018 18:25,Red Sauce,1,0.5,13
12240,30/11/2018 18:03,Mango Chutney,4,0.5,15
12240,30/11/2018 18:03,Onion Chutney,2,0.5,15
12240,30/11/2018 18:03,Mint Sauce,2,0.5,15
12238,30/11/2018 17:19,Mint Sauce,1,0.5,10
12238,30/11/2018 17:19,Mango Chutney,1,0.5,10
12237,30/11/2018 17:16,Mint Sauce,1,0.5,7
12236,30/11/2018 17:10,Mango Chutney,1,0.5,6
12225,28/11/2018 20:11,Mango Chutney,1,0.5,5
12223,28/11/2018 19:36,Onion Chutney,1,0.5,6
12223,28/11/2018 19:36,Red Sauce,1,0.5,6
12223,28/11/2018 19:36,Mint Sauce,1,0.5,6
12211,27/11/2018 11:48,Mango Chutney,1,0.5,3
12197,25/11/2018 18:47,Onion Chutney,1,0.5,10
12197,25/11/2018 18:47,Mango Chutney,1,0.5,10
12196,25/11/2018 18:37,Mint Sauce,1,0.5,8
12196,25/11/2018 18:37,Onion Chutney,1,0.5,8
12196,25/11/2018 18:37,Mango Chutney,1,0.5,8
12194,25/11/2018 18:12,Mint Sauce,1,0.5,11
12193,25/11/2018 17:40,Mango Chutney,1,0.5,7
12192,25/11/2018 17:33,Mango Chutney,1,0.5,8
12185,24/11/2018 21:12,Mango Chutney,1,0.5,5
12180,24/11/2018 19:16,Mango Chutney,2,0.5,8
12180,24/11/2018 19:16,Mint Sauce,2,0.5,8
12179,24/11/2018 18:47,Mango Chutney,1,0.5,8
12179,24/11/2018 18:47,Mint Sauce,1,0.5,8
12178,24/11/2018 18:29,Onion Chutney,1,0.5,9
12178,24/11/2018 18:29,Mango Chutney,1,0.5,9
12176,24/11/2018 18:25,Mango Chutney,2,0.5,5
12176,24/11/2018 18:25,Mint Sauce,1,0.5,5
12173,24/11/2018 18:11,Mint Sauce,1,0.5,5
12171,24/11/2018 18:00,Mint Sauce,2,0.5,5
12169,24/11/2018 17:13,Mango Chutney,1,0.5,8
12169,24/11/2018 17:13,Mint Sauce,1,0.5,8
12160,23/11/2018 19:20,Mango Chutney,1,0.5,9
12160,23/11/2018 19:20,Mint Sauce,1,0.5,9
12160,23/11/2018 19:20,Onion Chutney,1,0.5,9
12152,23/11/2018 17:46,Mango Chutney,1,0.5,7
12149,23/11/2018 17:39,Mango Chutney,1,0.5,5
12140,21/11/2018 21:22,Mango Chutney,2,0.5,6
12137,21/11/2018 19:58,Mango Chutney,1,0.5,7
12134,21/11/2018 18:22,Mango Chutney,2,0.5,7
12134,21/11/2018 18:22,Onion Chutney,1,0.5,7
12125,20/11/2018 18:39,Mango Chutney,2,0.5,9
12117,19/11/2018 18:04,Mango Chutney,2,0.5,8
12117,19/11/2018 18:04,Onion Chutney,1,0.5,8
12116,19/11/2018 17:27,Mint Sauce,1,0.5,7
12113,18/11/2018 21:50,Onion Chutney,2,0.5,4
12112,18/11/2018 19:58,Mango Chutney,1,0.5,9
12108,18/11/2018 18:05,Mango Chutney,1,0.5,9
12108,18/11/2018 18:05,Mint Sauce,1,0.5,9
12108,18/11/2018 18:05,Onion Chutney,1,0.5,9
12107,18/11/2018 18:01,Mango Chutney,1,0.5,7
12106,18/11/2018 17:50,Onion Chutney,1,0.5,7
12106,18/11/2018 17:50,Mango Chutney,1,0.5,7
12105,18/11/2018 17:32,Mango Chutney,1,0.5,6
12105,18/11/2018 17:32,Mint Sauce,1,0.5,6
12099,17/11/2018 21:41,Mint Sauce,1,0.5,7
12099,17/11/2018 21:41,Onion Chutney,1,0.5,7
12099,17/11/2018 21:41,Red Sauce,1,0.5,7
12098,17/11/2018 20:32,Mint Sauce,1,0.5,3
12095,17/11/2018 19:39,Mango Chutney,1,0.5,12
12094,17/11/2018 19:32,Mango Chutney,1,0.5,5
12092,17/11/2018 19:28,Mango Chutney,1,0.5,8
12092,17/11/2018 19:28,Mint Sauce,1,0.5,8
12092,17/11/2018 19:28,Lime Pickle,1,0.5,8
12091,17/11/2018 19:07,Mint Sauce,1,0.5,10
12091,17/11/2018 19:07,Mango Chutney,1,0.5,10
12089,17/11/2018 18:46,Mango Chutney,1,0.5,9
12089,17/11/2018 18:46,Onion Chutney,1,0.5,9
12089,17/11/2018 18:46,Lime Pickle,1,0.5,9
12089,17/11/2018 18:46,Red Sauce,1,0.5,9
12088,17/11/2018 18:40,Onion Chutney,1,0.5,8
12088,17/11/2018 18:40,Mint Sauce,1,0.5,8
12085,17/11/2018 18:27,Onion Chutney,4,0.5,9
12085,17/11/2018 18:27,Mango Chutney,3,0.5,9
12084,17/11/2018 18:04,Mint Sauce,1,0.5,6
12077,17/11/2018 14:06,Red Sauce,3,0.5,4
12070,16/11/2018 20:17,Mango Chutney,2,0.5,12
12070,16/11/2018 20:17,Mint Sauce,1,0.5,12
12070,16/11/2018 20:17,Onion Chutney,2,0.5,12
12069,16/11/2018 20:10,Mango Chutney,2,0.5,13
12069,16/11/2018 20:10,Mint Sauce,2,0.5,13
12069,16/11/2018 20:10,Onion Chutney,2,0.5,13
12068,16/11/2018 19:56,Mint Sauce,1,0.5,7
12068,16/11/2018 19:56,Red Sauce,1,0.5,7
12067,16/11/2018 19:46,Mint Sauce,4,0.5,14
12067,16/11/2018 19:46,Onion Chutney,2,0.5,14
12067,16/11/2018 19:46,Red Sauce,1,0.5,14
12062,16/11/2018 18:52,Mango Chutney,1,0.5,5
12062,16/11/2018 18:52,Red Sauce,1,0.5,5
12060,16/11/2018 18:41,Mango Chutney,1,0.5,6
12057,16/11/2018 18:23,Mango Chutney,2,0.5,9
12053,16/11/2018 17:50,Mint Sauce,1,0.5,8
12052,16/11/2018 17:48,Mango Chutney,1,0.5,6
12050,16/11/2018 17:39,Mint Sauce,1,0.5,6
12050,16/11/2018 17:39,Onion Chutney,1,0.5,6
12038,15/11/2018 18:31,Mango Chutney,2,0.5,10
12038,15/11/2018 18:31,Mint Sauce,2,0.5,10
12038,15/11/2018 18:31,Red Sauce,1,0.5,10
12038,15/11/2018 18:31,Onion Chutney,1,0.5,10
12036,15/11/2018 15:57,Mint Sauce,1,0.5,8
12030,14/11/2018 19:21,Mint Sauce,2,0.5,7
12024,13/11/2018 20:19,Mint Sauce,1,0.5,6
12024,13/11/2018 20:19,Red Sauce,1,0.5,6
12024,13/11/2018 20:19,Onion Chutney,1,0.5,6
12023,13/11/2018 20:08,Red Sauce,2,0.5,4
12022,13/11/2018 20:05,Mint Sauce,1,0.5,6
12022,13/11/2018 20:05,Mango Chutney,1,0.5,6
12012,12/11/2018 19:16,Mango Chutney,1,0.5,7
12011,12/11/2018 18:27,Red Sauce,1,0.5,9
12011,12/11/2018 18:27,Mint Sauce,1,0.5,9
12011,12/11/2018 18:27,Mango Chutney,1,0.5,9
12009,12/11/2018 17:56,Mango Chutney,1,0.5,11
12009,12/11/2018 17:56,Mint Sauce,1,0.5,11
12006,12/11/2018 17:37,Onion Chutney,1,0.5,5
11998,11/11/2018 19:30,Mango Chutney,1,0.5,8
11996,11/11/2018 18:30,Mango Chutney,2,0.5,9
11996,11/11/2018 18:30,Red Sauce,1,0.5,9
11996,11/11/2018 18:30,Onion Chutney,2,0.5,9
11994,11/11/2018 17:30,Mango Chutney,1,0.5,5
11988,10/11/2018 21:15,Red Sauce,1,0.5,7
11988,10/11/2018 21:15,Mango Chutney,1,0.5,7
11980,10/11/2018 19:12,Mango Chutney,1,0.5,4
11979,10/11/2018 19:08,Mango Chutney,1,0.5,7
11979,10/11/2018 19:08,Mint Sauce,1,0.5,7
11978,10/11/2018 18:54,Mango Chutney,1,0.5,14
11978,10/11/2018 18:54,Mint Sauce,1,0.5,14
11978,10/11/2018 18:54,Lime Pickle,1,0.5,14
11977,10/11/2018 18:54,Mango Chutney,1,0.5,8
11977,10/11/2018 18:54,Onion Chutney,1,0.5,8
11977,10/11/2018 18:54,Red Sauce,1,0.5,8
11976,10/11/2018 18:51,Onion Chutney,1,0.5,6
11976,10/11/2018 18:51,Red Sauce,1,0.5,6
11976,10/11/2018 18:51,Mint Sauce,1,0.5,6
11975,10/11/2018 18:50,Mango Chutney,1,0.5,7
11971,10/11/2018 18:37,Mint Sauce,1,0.5,14
11971,10/11/2018 18:37,Mango Chutney,1,0.5,14
11971,10/11/2018 18:37,Red Sauce,1,0.5,14
11971,10/11/2018 18:37,Onion Chutney,1,0.5,14
11970,10/11/2018 18:30,Mango Chutney,1,0.5,10
11970,10/11/2018 18:30,Mint Sauce,1,0.5,10
11967,10/11/2018 18:00,Mint Sauce,2,0.5,8
11964,10/11/2018 17:38,Mango Chutney,2,0.5,12
11963,10/11/2018 17:37,Mint Sauce,1,0.5,9
11963,10/11/2018 17:37,Mango Chutney,1,0.5,9
11963,10/11/2018 17:37,Red Sauce,1,0.5,9
11949,09/11/2018 18:56,Mango Chutney,1,0.5,10
11949,09/11/2018 18:56,Mint Sauce,1,0.5,10
11949,09/11/2018 18:56,Onion Chutney,1,0.5,10
11944,09/11/2018 18:17,Mint Sauce,1,0.5,9
11942,09/11/2018 17:22,Mango Chutney,1,0.5,10
11942,09/11/2018 17:22,Onion Chutney,1,0.5,10
11941,09/11/2018 12:18,Mint Sauce,1,0.5,4
11938,08/11/2018 18:27,Mint Sauce,1,0.5,4
11936,08/11/2018 18:02,Mango Chutney,1,0.5,10
11936,08/11/2018 18:02,Red Sauce,1,0.5,10
11935,08/11/2018 17:28,Red Sauce,1,0.5,7
11917,07/11/2018 17:36,Mint Sauce,1,0.5,7
11914,07/11/2018 16:35,Mango Chutney,2,0.5,19
11914,07/11/2018 16:35,Mint Sauce,1,0.5,19
11914,07/11/2018 16:35,Onion Chutney,1,0.5,19
11914,07/11/2018 16:35,Red Sauce,1,0.5,19
11914,07/11/2018 16:35,Lime Pickle,1,0.5,19
11911,07/11/2018 12:11,Mango Chutney,1,0.5,9
11906,06/11/2018 18:37,Mint Sauce,1,0.5,8
11906,06/11/2018 18:37,Onion Chutney,1,0.5,8
11900,05/11/2018 19:51,Onion Chutney,1,0.5,5
11900,05/11/2018 19:51,Red Sauce,1,0.5,5
11899,05/11/2018 19:27,Mango Chutney,4,0.5,17
11899,05/11/2018 19:27,Lime Pickle,1,0.5,17
11898,05/11/2018 19:17,Mango Chutney,2,0.5,7
11898,05/11/2018 19:17,Onion Chutney,1,0.5,7
11893,05/11/2018 18:09,Mint Sauce,1,0.5,7
11890,04/11/2018 19:25,Mango Chutney,1,0.5,9
11890,04/11/2018 19:25,Mint Sauce,1,0.5,9
11873,03/11/2018 19:51,Mango Chutney,1,0.5,7
11871,03/11/2018 18:59,Mango Chutney,1,0.5,7
11869,03/11/2018 18:44,Mint Sauce,1,0.5,7
11869,03/11/2018 18:44,Onion Chutney,1,0.5,7
11864,03/11/2018 18:09,Mango Chutney,2,0.5,11
11864,03/11/2018 18:09,Mint Sauce,2,0.5,11
11864,03/11/2018 18:09,Onion Chutney,2,0.5,11
11864,03/11/2018 18:09,Red Sauce,2,0.5,11
11856,03/11/2018 15:59,Onion Chutney,1,0.5,7
11856,03/11/2018 15:59,Mango Chutney,1,0.5,7
11851,02/11/2018 21:06,Mango Chutney,1,0.5,6
11849,02/11/2018 20:34,Mango Chutney,1,0.5,6
11848,02/11/2018 19:53,Onion Chutney,2,0.5,7
11846,02/11/2018 19:39,Mango Chutney,1,0.5,8
11843,02/11/2018 19:22,Mango Chutney,1,0.5,8
11833,02/11/2018 18:16,Mango Chutney,1,0.5,10
11830,02/11/2018 17:53,Mint Sauce,1,0.5,7
11821,01/11/2018 19:21,Mango Chutney,1,0.5,9
11821,01/11/2018 19:21,Mint Sauce,1,0.5,9
11819,01/11/2018 18:56,Onion Chutney,1,0.5,9
11819,01/11/2018 18:56,Red Sauce,1,0.5,9
11819,01/11/2018 18:56,Mango Chutney,1,0.5,9
11811,31/10/2018 19:24,Mint Sauce,2,0.5,16
11811,31/10/2018 19:24,Onion Chutney,2,0.5,16
11811,31/10/2018 19:24,Red Sauce,1,0.5,16
11810,31/10/2018 18:11,Mango Chutney,1,0.5,10
11810,31/10/2018 18:11,Red Sauce,1,0.5,10
11805,31/10/2018 12:14,Red Sauce,1,0.5,4
11801,30/10/2018 19:24,Mango Chutney,1,0.5,7
11795,29/10/2018 17:53,Mango Chutney,1,0.5,7
11789,28/10/2018 19:40,Mint Sauce,2,0.5,6
11783,28/10/2018 18:16,Mint Sauce,1,0.5,11
11783,28/10/2018 18:16,Onion Chutney,1,0.5,11
11783,28/10/2018 18:16,Red Sauce,1,0.5,11
11778,28/10/2018 17:25,Mango Chutney,1,0.5,4
11776,28/10/2018 16:37,Mango Chutney,1,0.5,8
11776,28/10/2018 16:37,Mint Sauce,1,0.5,8
11775,28/10/2018 15:04,Mango Chutney,1,0.5,9
11775,28/10/2018 15:04,Onion Chutney,2,0.5,9
11772,27/10/2018 21:38,Onion Chutney,1,0.5,5
11761,27/10/2018 18:35,Mango Chutney,1,0.5,10
11761,27/10/2018 18:35,Mint Sauce,1,0.5,10
11754,27/10/2018 17:46,Mango Chutney,1,0.5,6
11754,27/10/2018 17:46,Mint Sauce,2,0.5,6
11752,27/10/2018 17:43,Onion Chutney,1,0.5,12
11751,27/10/2018 17:19,Mint Sauce,1,0.5,7
11748,26/10/2018 22:38,Mango Chutney,1,0.5,5
11744,26/10/2018 20:06,Mango Chutney,1,0.5,9
11744,26/10/2018 20:06,Mint Sauce,1,0.5,9
11743,26/10/2018 19:52,Mango Chutney,1,0.5,7
11743,26/10/2018 19:52,Mint Sauce,1,0.5,7
11743,26/10/2018 19:52,Onion Chutney,1,0.5,7
11741,26/10/2018 19:44,Mint Sauce,1,0.5,11
11741,26/10/2018 19:44,Mango Chutney,1,0.5,11
11741,26/10/2018 19:44,Red Sauce,1,0.5,11
11739,26/10/2018 19:39,Mango Chutney,1,0.5,7
11734,26/10/2018 19:04,Mango Chutney,2,0.5,7
11733,26/10/2018 19:03,Mango Chutney,1,0.5,6
11721,25/10/2018 17:43,Red Sauce,1,0.5,12
11721,25/10/2018 17:43,Onion Chutney,1,0.5,12
11721,25/10/2018 17:43,Mint Sauce,1,0.5,12
11721,25/10/2018 17:43,Mango Chutney,1,0.5,12
11720,24/10/2018 20:24,Mango Chutney,1,0.5,8
11720,24/10/2018 20:24,Onion Chutney,1,0.5,8
11718,24/10/2018 19:32,Mango Chutney,1,0.5,4
